Group of category,Category,sub-Category,Level,Levelname,Data,Indicator,Group of Modality,Modality,years,Comments
Service coverage indicators,Maternal Health,Family planning,National,Rwanda,47.5,Currently use of contraception any modern method,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,National,Rwanda,11.5,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,Province,Kigali City,16.8,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,Province,South,13.8,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,Province,West,13.1,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,Province,North,7,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,Province,East,8.1,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,National,Rwanda,19.5,Percentage of households with hand washing place,Place of residence,Urban,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,National,Rwanda,9.8,Percentage of households with hand washing place,Place of residence,Rural,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,National,Rwanda,9,Percentage of households with hand washing place,Wealth quintile,Q1 (lowest),2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,National,Rwanda,8.8,Percentage of households with hand washing place,Wealth quintile,Q2 (second),2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,National,Rwanda,9.4,Percentage of households with hand washing place,Wealth quintile,Q3 (middle),2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,National,Rwanda,10.4,Percentage of households with hand washing place,Wealth quintile,Q4 (fourth),2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,National,Rwanda,20.4,Percentage of households with hand washing place,Wealth quintile,Q5 (highest),2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Nyarugenge,6,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Gasabo,14.3,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Kicukiro,32.2,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Nyanza,1.1,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Gisagara,2.1,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Nyaruguru,29.8,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Huye,38.6,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Nyamagabe,11.6,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Ruhango,12.9,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Muhanga,13.2,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Kamonyi,5.2,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Karongi,1.1,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Rutsiro,2.6,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Rubavu,30.1,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Nyabihu,35.5,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Ngororero,2.6,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Rusizi,5.1,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Nyamasheke,16.7,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Rulindo,10,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Gakenke,4.4,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Musanze,5.8,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Burera,1.2,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Gicumbi,13.1,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Rwamagana,9.1,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Nyagatare,4.6,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Gatsibo,2.8,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Kayonza,33.5,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Kirehe,2.7,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Ngoma,4.1,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Hand washing,District,Bugesera,4.5,Percentage of households with hand washing place,,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,National,Rwanda,12.1,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,National,Rwanda,9.8,"Prevalence of diarrhea all diarrhea
",Place of residence,Urban,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,National,Rwanda,12.6,"Prevalence of diarrhea all diarrhea
",Place of residence,Rural,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,National,Rwanda,13.9,"Prevalence of diarrhea all diarrhea
",Education status,No education,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,National,Rwanda,12.3,"Prevalence of diarrhea all diarrhea
",Education status,Primary,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,National,Rwanda,8.7,"Prevalence of diarrhea all diarrhea
",Education status,Secondary and higher,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,National,Rwanda,14.8,"Prevalence of diarrhea all diarrhea
",Wealth quintile,Q1 (lowest),2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,National,Rwanda,14.3,"Prevalence of diarrhea all diarrhea
",Wealth quintile,Q2 (second),2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,National,Rwanda,11.6,"Prevalence of diarrhea all diarrhea
",Wealth quintile,Q3 (middle),2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,National,Rwanda,10.4,"Prevalence of diarrhea all diarrhea
",Wealth quintile,Q4 (fourth),2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,National,Rwanda,8,"Prevalence of diarrhea all diarrhea
",Wealth quintile,Q5 (highest),2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,Province,Kigali City,8.1,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,Province,South,12.3,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,Province,West,14.8,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,Province,North,11,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,Province,East,11.9,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,District,Nyarugenge,12.9,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,District,Gasabo,6.9,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,District,Kicukiro,5.2,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,District,Nyanza,7.8,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,District,Gisagara,16.6,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,District,Nyaruguru,14.2,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,District,Huye,17.6,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,District,Nyamagabe,11.8,"Prevalence of diarrhea all diarrhea
",,,2015,
Risk factors indicators,Hygiene and sanitation,Diarrhea,District,Ruhango,7.8,"Prevalence of diarrhea all diarrhea
",,,2015,
